id,image_url,query,answers
train_503,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_503.jpg,what is an effective and trusted agent ?,"['Metformin', 'metformin']"
train_504,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_504.jpg,Which medicine is used for treating type 2 diabetes in over 5900 patients?,['ACTOS']
train_505,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_505.jpg,what are the most commonly mentioned reasons not to prescribe TZD's ?,"['1) Cost, 2) Edema/weight gain, and 3) Reimbursement.']"
train_506,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_506.jpg,in one ACTOS treatment group how much amount of initial dose is given to the patients daily ?,"['7.5 mg', '7.5 mg once daily']"
train_507,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_507.jpg,in a 24 week placebo controlled study how many patients with type 2 diabetes were randomized ?,"['260 patients', '260']"
train_508,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_508.jpg,What is the retention time period of monthly reports?,['30 years']
train_509,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_509.jpg,"in the second ACTOS treatment group,how much amount of initial dose patients should receive daily ?","['15 mg', '15 mg once daily']"
train_510,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_510.jpg,What does Attachment 1 describes?,"['List of Retention Periods of Time, Retention Locations']"
train_511,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_511.jpg,What is the retention time period of contracts?,['Permanently']
train_512,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_512.jpg,where participants seemed more cautious more resistant to the entire message?,"['In Boston', 'in Boston']"
train_513,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_513.jpg,What is the fullform of ARA?,['Alliance for Risk Assessment']
train_514,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_514.jpg,What is the date mentioned in this document?,['March 2017']
train_515,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_515.jpg,where were responses more strongly positive than in other cities?,"['In Philadelphia', 'in philadelphia (home of glaxosmithkline)']"
train_516,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_516.jpg,Who is the President of The Fertilizer Institute?,['Chris Jahn']
train_517,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_517.jpg,What is the exhibit number?,['39']
train_518,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_518.jpg,Roger Johnson is associated with which union?,['National Farmers Union']
train_519,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_519.jpg,What is the title of this document?,['CEO Council Members']
train_520,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_520.jpg,What is accepted as an effective glucose control agent?,['ACTOS']
train_521,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_521.jpg,"what is the subheading under the title of ""specific findings""?","['A. Reaction to IR Information', 'reaction to IR information', 'Reaction to IR Information']"
train_522,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_522.jpg,What is the date mentioned?,"['December, 2001']"
train_523,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_523.jpg,By whom was this document prepared?,"['C. Beck, LLC', 'C. Beck']"
train_524,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_524.jpg,What is the name of the Article 6?,['Self Inspection']
train_525,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_525.jpg,When was this document Enacted?,['2006 May 31']
train_526,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_526.jpg,When was the second revision?,['2011 April 26']
train_527,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_527.jpg,When was this document Revised first?,['2006 October 20']
train_528,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_528.jpg,When was the rule PROPOSED?,"['Jan. 19, 2017', 'JAN. 19, 2017']"
train_529,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_529.jpg,What is the name of the FOUNDATION this PROPOSAL belongs to?,"['Toxicology Education Foundation', 'TOXICOLOGY EDUCATION FOUNDATION']"
train_530,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_530.jpg,Who is the vice president of this FOUNDATION?,"['William Farland, PhD, ATS', 'William Farland']"
train_531,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_531.jpg,What is the date mentioned at the bottom?,['July 20th 2017']
train_532,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_532.jpg,Whose biography is this?,"['Christopher Jahn', 'CHRISTOPHER JAHN']"
train_533,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_533.jpg,What is the full form of TFI?,['The Fertilizer Institute']
train_534,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_534.jpg,For how many years did Christopher Jahn work for U.S. Senator Craig Thomas?,"['10', 'nearly 10 years', '10 years']"
train_535,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_535.jpg,What is the full form CSA?,['Contract Services Association']
train_536,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_536.jpg,Which number is lightly printed lower-right side of the document?,['22']
train_537,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_537.jpg,What is the name of the President of BOARD OF TRUSTEES?,"['Michael Leonard Dourson', 'Michael Leonard Dourson, PhD, DABT, ATS']"
train_538,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_538.jpg,To which university did William H. Farland belong to?,['Colorado State University']
train_539,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_539.jpg,What is the timing mentioned?,"['a one week turnaround, depending upon availability', 'Toxys offers a one week turnaround, depending upon availability']"
train_540,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_540.jpg,What is the Total Project Cost?,"['56,400']"
train_541,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_541.jpg,What is the heading of the budget table?,['For 5 Test Articles - Phase IB (definitive)']
train_542,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_542.jpg,What is the heading of the document?,['Thank You']
train_543,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_543.jpg,Who are the Publication co-authors?,"['Michael Dourson, Bernard Gadagbui, John Lowe and Rod Thompson']"
train_544,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_544.jpg,what is the full form of ppe?,"['Personal Protective Equipment', 'personal protective equipment']"
train_545,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_545.jpg,"what is the phone number for david bernzweig under the list of ""project technical panel""?",['614-774-7446']
train_546,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_546.jpg,what is the email id for bryan ormand under the list of 'project technical panel'?,['rbormond@ncsu.edu']
train_547,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_547.jpg,What is the fullform of TCE?,['Trichloroethylene']
train_548,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_548.jpg,How many scientists from multiple international organizations are invited?,['over 300 scientists']
train_549,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_549.jpg,What is the abbreviation of Alliance for Risk Assessment?,['ARA']
train_550,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_550.jpg,What does Figure 2 represents?,['Ah Receptor Activation - HIPS with and without FR']
train_551,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_551.jpg,What is the page no mentioned in this document?,['10']
train_552,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_552.jpg,Who has signed the document?,['E. Scott Pruitt']
train_553,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_553.jpg,What is the designation of E. Scott Pruitt?,['Administrator']
train_554,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_554.jpg,What does Figure 1 represents?,['Project Conceptual Approach']
train_555,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_555.jpg,What is the fullform of PPE?,['Personal Protective Equipment']
train_556,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_556.jpg,On which date is the senior steering committee meeting conducted?,"['Thursday August 17, 2017']"
train_557,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_557.jpg,At what time is the senior steering committee meeting scheduled ?,['1:00pm - 3:00pm EST']
train_558,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_558.jpg,between what timings the welcome is sheduled ?,"['1:00PM-1:03PM', '1:00pm-1:03pm']"
train_559,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_559.jpg,What is the last updated date mentioned in this document?,['5 February 2016']
train_560,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_560.jpg,What is the agenda between 1:03pm-1:05pm?,['Roll Call']
train_561,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_561.jpg,What time is the subcommittee updates discussed?,['1:10PM - 1:20PM']
train_562,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_562.jpg,what is the agenda between 1:40 pm-2:00 pm ?,"['Summary of Action Items', 'summary of action items']"
train_563,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_563.jpg,what is the passcode number ?,['202-564-2754']
train_564,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_564.jpg,Where is the senior steering committee meeting held?,['HHS Hubert Humphery building -Room 325A']
train_565,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_565.jpg,What is the fullform of NASDA?,"['National Association of State Departments of Agriculture', 'The National Association of State Departments of Agriculture']"
train_566,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_566.jpg,what is the given dail-in number ?,['1-866-299-3188']
train_567,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_567.jpg,what is the given location ?,"['New York, NY']"
train_568,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_568.jpg,who reviewed the overall objectives for the meeting ?,['K. White']
train_569,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_569.jpg,what are the units of BW ?,['kg']
train_570,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_570.jpg,what is NFSD?,"['Nordic Fire & Safety Days', 'nordic fire & safety days']"
train_571,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_571.jpg,what is kg mentioned as ?,['kilograms']
train_572,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_572.jpg,what is L/d mentioned as ?,"['Liters per day', 'liters per day']"
train_573,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_573.jpg,what is the value of conversion factor ?,"['1,000']"
train_574,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_574.jpg,what is RSC stands for ?,"['Relative Source Contribution', 'relative source contribution']"
train_575,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_575.jpg,what is the P&B score for persistent and bioaccumulative,['5']
train_576,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_576.jpg,what is TR stands for ?,"['Target Risk', 'target risk']"
train_577,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_577.jpg,what is the p&B ranking for not persistent and not bioaccumulative,"['Low', 'low']"
train_578,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_578.jpg,what is the unit of uncertainty factor ?,"['Unitless', 'unitless']"
train_579,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_579.jpg,what is the date mentioned in this invoice?,"['June 24, 2016']"
train_580,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_580.jpg,what is the total amount of the invoice?,"['$27,600.00']"
train_581,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_581.jpg,what is the exposure rank for the combined score-All 3 elements 11-13,"['High', 'high']"
train_582,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_582.jpg,When did NASDA submitted comments to EPA?,['January 2016']
train_583,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_583.jpg,which priority groups are deemed as  high priority groups?,"['priority groups 7,8, and 9']"
train_584,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_584.jpg,What does FR stand for?,['fire retardant']
train_585,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_585.jpg,What is the invoice# given?,['ACCTCESystemJul16']
train_586,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_586.jpg,which priority groups are deemed as medium priority groups?,"['priority groups 4,5, and 6']"
train_587,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_587.jpg,what is the use of fire retardant plastics?,"['Fire Retardant (FR) plastics are used in many products(toys, chairs, electronics, etc.) to reduce the risk of fire and burn hazards.']"
train_588,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_588.jpg,which priority groups are deemed as low priority groups ?,['Priority groups 2 and 3']
train_589,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_589.jpg,What is the issued date of this document?,"['March 29 2017', 'March 29 , 2017']"
train_590,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_590.jpg,in which year this data was published ?,['2011']
train_591,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_591.jpg,Who is the Louisiana Commissioner of Agriculture & Forestry?,['Dr. Mike Strain']
train_592,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_592.jpg,Who is mentioned in the CC:?,"['OCSPP senior staff Justina Fugh, Senior Counsel for Ethics']"
train_593,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_593.jpg,who is the CEO of National Association of Wheat Growers?,['Chandler Goule']
train_594,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_594.jpg,When did Chandler Goule assume his responsibilities as CEO?,"['on July 5, 2016.', 'July 5, 2016']"
train_595,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_595.jpg,What happens if enough flammable gas is produced ?,"['the battery casing can fail releasing the gas, which can potentially ignited surrounding materials and cause a fire.']"
train_596,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_596.jpg,What was Chandler Goule's position in national wheat foundation?,"['CEO', 'Executive Director']"
train_597,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_597.jpg,under which  safety act this is performed ?,['Launtenberg Chemical Safety Act']
train_598,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_598.jpg,what is the date mentioned in the given invoice ?,"['may 12,2017', 'May 12, 2017']"
train_599,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_599.jpg,what is the name of the foundation?,"['University Environmental Health Foundation', 'university environmental health foundation']"
train_600,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_600.jpg,what is the name of the university ?,"['University of Cincinnati', 'university of cincinnati']"
train_601,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_601.jpg,Earlier where did Goule worked as senior vice president of programs?,"['National Farmers Union', 'NFU', 'At National Farmers Union.']"
train_602,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_602.jpg,What is NFU?,"['National Farmers Union', 'National Farmers Union.']"
train_603,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_603.jpg,under which country  initial input to environmental protection agency is performed ?,"['U.S.', 'U.S']"
train_604,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_604.jpg,to whom the payment of checks to be done ?,['university environmental health foundation']
train_605,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_605.jpg,what is mentioned in the table content 1 ?,['Introduction and Executive Summary']
train_606,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_606.jpg,Where does Goule hail from?,['Texas']
train_607,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_607.jpg,when was this information published ?,"['August 29, 2011', 'august 29, 2011']"
train_608,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_608.jpg,Where does Goule holds degree from?,['Texas A&M and George Washington University']
train_609,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_609.jpg,what is an example for  risk -based screening prioritization process?,"[""ACC's prioritization approach""]"
train_610,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_610.jpg,When was he appointed as senior vice president of NFU programs?,['2014']
train_611,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_611.jpg,what is the total amount in the given invoice ?,"['$5,476.50']"
train_612,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_612.jpg,"when conducting screening for thousands of chemicals, EPA may not have access to what ?","['all available information', 'to all available information']"
train_613,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_613.jpg,ICR Stands for ?,"['Information Collection Request', 'information collection request']"
train_614,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_614.jpg,EPA is taking comment on ICR No ?,"['2559.01', '2559.01.']"
train_615,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_615.jpg,what is IPP stands for ?,"['International Personal Protection', 'international personal protection']"
train_616,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_616.jpg,what is NIOSH stands for ?,"['National Institute for Occupational Safety and Health', 'national institute for occupational safety and health']"
train_617,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_617.jpg,"for each manufacture request , EPA estimates that the burden on public will be how many hours ?",['96 hours']
train_618,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_618.jpg,Who is currently the President and CEO of the American Seed Trade Association?,"['Andrew W. ""Andy"" LaVigne', 'Andrew W. LaVigne', 'Andrew W.LaVigne']"
train_619,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_619.jpg,When Andrew W.LaVigne joined ASTA,"['February, 2006']"
train_620,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_620.jpg,What core areas of expertise include ?,"['agriculture, food policy and international trade', 'Agriculture, food policy and international trade']"
train_621,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_621.jpg,What does FFAA stands for ?,"['Florida Fertilizer and Agrichemical Association', ""Florida Fertilizer and Agrichemical Association's""]"
train_622,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_622.jpg,What is the Urgent/Immediate Action Commercial of Connecticut?,['8']
train_623,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_623.jpg,What is the Imminent Action Residential of Massachusetts ?,['20']
train_624,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_624.jpg,What is the Imminent Action Commercial of Ohio?,['60']
train_625,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_625.jpg,What is the p-Value of Gamma?,['0.75']
train_626,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_626.jpg,What is the Scaled Residual at Dose of LogLogistic?,['0.042']
train_627,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_627.jpg,What is the Visual Fit of Logistic?,"['acceptable', 'Acceptable']"
train_628,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_628.jpg,What is the Ratio BMD/BMDL of Multistage(1*)?,['1.5']
train_629,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_629.jpg,What is AIC of Weibull?,['223.1']
train_630,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_630.jpg,What is the Goal of this Workshop?,"['is to identify concepts and materials that are or can be useful to control the spread of harmful fire ground contaminants, ultimately in support of improved fire fighter long-term health.']"
train_631,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_631.jpg,What is the limit of Workshop attendance?,"['is limited to the first 50 attendees,']"
train_632,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_632.jpg,When is the Workshop?,['19-20 July 2017']
train_633,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_633.jpg,What is Section 6?,"['Disclosure statement', 'Disclosure Statement']"
train_634,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_634.jpg,How many days are the people granted to submit relevant information about that chemical?,['90 days']
train_635,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_635.jpg,Who must propose a designation of a chemical as a high or low priority?,"['EPA', 'The EPA']"
train_636,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_636.jpg,Who initiates priority designation?,['EPA']
train_637,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_637.jpg,How long is the public comment period?,"['90 day', '90 day public comment period']"
train_638,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_638.jpg,What email is provided at the bottom?,"['Sarah_Brozena@americanchemistry.com', 'Sarah_brozena@americanchemistry.com']"
train_639,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_639.jpg,What is the date on the document?,"['March 20, 2017']"
train_640,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_640.jpg,"Who is the Senior director, regulatory and technical affairs at American chemistry council?",['Sarah Brozena']
train_641,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_641.jpg,Post marketing surveillance(PMS) affiliates to which region?,['Spain']
train_642,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_642.jpg,The study based on collection of data from patient charts,['Observational Studies']
